url,tagfrom,tagto,organizator,isgood
https://lenta.ru/news/2019/12/24/strelochka_ne_povorachivaetsya/,115,139,eho-moskvy,True
https://lenta.ru/news/2019/12/24/lideri/,217,247,administratsiya-prezidenta-rf,True
https://lenta.ru/news/2019/12/24/peregovor_gaz/,1,18,naftogaz,True
https://lenta.ru/news/2019/12/24/peregovor_gaz/,33,41,gazprom,True
https://lenta.ru/news/2019/12/24/kamill/,,,,True
https://lenta.ru/news/2019/12/24/viktor/,186,225,ob-edinennaya-sudostroitelnaya-korporatsiya,True
https://lenta.ru/news/2019/12/24/viktor/,1522,1533,minpromtorg,True
https://lenta.ru/news/2019/12/24/last_christmas/,,,,True
https://lenta.ru/news/2019/12/24/chasiki/,136,138,fsb,True
https://lenta.ru/news/2019/12/24/chasiki/,216,236,moskovskiy-komsomolets,True
https://lenta.ru/news/2019/12/24/lol/,1040,1042,oon,True
https://lenta.ru/news/2019/12/24/lol/,1412,1420,es,True
https://lenta.ru/news/2019/12/24/star/,,,,True
https://lenta.ru/news/2019/12/24/blueface/,,,,True
https://lenta.ru/news/2019/12/24/chern/,,,,True
https://lenta.ru/news/2019/12/24/doggo/,,,,True
https://lenta.ru/news/2019/12/24/explained/,,,,True
https://lenta.ru/news/2019/12/24/forbes/,165,173,uralsib,True
https://lenta.ru/news/2019/12/24/forbes/,260,273,forbes,True
https://lenta.ru/news/2019/12/24/forbes/,616,631,moskovskaya-birzha,True
https://lenta.ru/news/2019/12/24/forbes/,1324,1349,sogaz,True
https://lenta.ru/news/2019/12/24/insteadoftwohours/,953,959,mezhdunarodnyy-aeroport-vnukovo,True
https://lenta.ru/news/2019/12/24/smolov/,24,35,lokomotiv,True
https://lenta.ru/news/2019/12/24/smolov/,782,798,manchester-yunayted,True
https://lenta.ru/news/2019/12/24/zapis/,46,48,fsb,True
https://lenta.ru/news/2019/12/24/electric/,1,7,gosduma,True
https://lenta.ru/news/2019/12/24/electric/,284,300,rossiyskaya-gazeta,True
https://lenta.ru/news/2019/12/24/electric/,542,550,minenergo,True
https://lenta.ru/news/2019/12/24/stalinluka/,144,168,eho-moskvy,True
https://lenta.ru/news/2019/12/24/ballerines_vs_reforms/,,,,True
https://lenta.ru/news/2019/12/24/trud_1/,145,160,sovet-federatsii,True
https://lenta.ru/news/2019/12/24/mdvdmd/,61,63,mvd,True
https://lenta.ru/news/2019/12/24/mdvdmd/,246,261,rospotrebnadzor,True
https://lenta.ru/news/2019/12/24/mdvdmd/,275,296,skr,True
https://lenta.ru/news/2019/12/24/mdvdmd/,300,313,genprokuratura-rf,True
https://lenta.ru/news/2019/12/24/mdvdmd/,448,462,sovet-federatsii,True
https://lenta.ru/news/2019/12/24/corporat/,,,,True
https://lenta.ru/news/2019/12/24/ng/,175,190,minzdrav-rf,True
https://lenta.ru/news/2019/12/24/ziroy/,218,220,mvd,True
https://lenta.ru/news/2019/12/24/miband/,,,,True
https://lenta.ru/news/2019/12/24/11let/,348,368,fsin,True
https://lenta.ru/news/2019/12/24/fascism/,,,,True
https://lenta.ru/news/2019/12/24/sboi/,31,34,visa,True
https://lenta.ru/news/2019/12/24/sboi/,793,820,etsb,True
https://lenta.ru/news/2019/12/24/taki_za/,1012,1030,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/24/startoval/,,,,True
https://lenta.ru/news/2019/12/24/dazik_arest/,,,,True
https://lenta.ru/news/2019/12/25/peresvet/,,,,True
https://lenta.ru/news/2019/12/25/drones/,,,,True
https://lenta.ru/news/2019/12/25/travl/,,,,True
https://lenta.ru/news/2019/12/25/visa_ok/,19,22,visa,True
https://lenta.ru/news/2019/12/25/truba_zovet/,119,136,eho-moskvy,True
https://lenta.ru/news/2019/12/25/best_sold/,177,205,apple,True
https://lenta.ru/news/2019/12/25/best_sold/,654,659,amazon,True
https://lenta.ru/news/2019/12/25/most/,,,,True
https://lenta.ru/news/2019/12/25/shark/,,,,True
https://lenta.ru/news/2019/12/25/gateway/,157,168,roskosmos,True
https://lenta.ru/news/2019/12/25/gateway/,836,840,briks,True
https://lenta.ru/news/2019/12/25/gateway/,852,855,nasa,True
https://lenta.ru/news/2019/12/25/exodus/,1,29,apple,True
https://lenta.ru/news/2019/12/25/exodus/,147,163,gazeta-izvestiya,True
https://lenta.ru/news/2019/12/25/exodus/,181,192,minpromtorg,True
https://lenta.ru/news/2019/12/25/pitbull/,,,,True
https://lenta.ru/news/2019/12/25/spiral/,877,886,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/25/zasedanie/,1,25,pravitelstvo-ukrainy,True
https://lenta.ru/news/2019/12/25/zasedanie/,143,156,verhovnaya-rada,True
https://lenta.ru/news/2019/12/25/zasedanie/,498,507,gazprom,True
https://lenta.ru/news/2019/12/25/zasedanie/,826,836,naftogaz,True
https://lenta.ru/news/2019/12/25/koncert/,,,,True
https://lenta.ru/news/2019/12/25/energy/,,,,True
https://lenta.ru/news/2019/12/25/vidosiy/,,,,True
https://lenta.ru/news/2019/12/25/uzhas/,,,,True
https://lenta.ru/news/2019/12/25/yellow_diamond/,1,8,alrosa,True
https://lenta.ru/news/2019/12/25/lion/,,,,True
https://lenta.ru/news/2019/12/25/kapital/,18,24,gosduma,True
https://lenta.ru/news/2019/12/25/kudrin/,185,198,schetnaya-palata,True
https://lenta.ru/news/2019/12/24/kombarov/,166,174,sports-ru,True
https://lenta.ru/news/2019/12/24/kombarov/,1037,1043,gosduma,True
https://lenta.ru/news/2019/12/25/champagne/,188,197,lenta-ru,True
https://lenta.ru/news/2019/12/25/champagne/,271,276,walt-disney,True
https://lenta.ru/news/2019/12/25/prof/,931,977,vnii-signal,True
https://lenta.ru/news/2019/12/25/sovety/,958,970,russkoe-radio,True
https://lenta.ru/news/2019/12/25/dvushka/,197,226,inkom-nedvizhimost,True
https://lenta.ru/news/2019/12/25/dvushka/,249,258,lenta-ru,True
https://lenta.ru/news/2019/12/25/rezhim/,150,156,gosduma,True
https://lenta.ru/news/2019/12/25/rezhim/,947,955,minzdrav-rf,True
https://lenta.ru/news/2019/12/25/bloomberg/,1383,1401,bloomberg,True
https://lenta.ru/news/2019/12/25/oplata/,125,132,rostrud,True
https://lenta.ru/news/2019/12/25/oplata/,158,174,rossiyskaya-gazeta,True
https://lenta.ru/news/2019/12/25/chin/,416,435,skr,True
https://lenta.ru/news/2019/12/25/stavka/,515,538,minekonomrazvitiya,True
https://lenta.ru/news/2019/12/25/stavka/,691,702,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/25/alabama/,,,,True
https://lenta.ru/news/2019/12/24/stormiasks/,,,,True
https://lenta.ru/news/2019/12/25/mspkredit/,265,276,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/25/mspkredit/,28,35,msp-bank,True
https://lenta.ru/news/2019/12/25/proval/,87,96,gazprom,True
https://lenta.ru/news/2019/12/25/proval/,1233,1242,naftogaz,True
https://lenta.ru/news/2019/12/25/proval/,2157,2170,verhovnaya-rada,True
https://lenta.ru/news/2019/12/25/aks/,,,,True
https://lenta.ru/news/2019/12/24/volga/,,,,True
https://lenta.ru/news/2019/12/25/perviy/,,,,True
https://lenta.ru/news/2019/12/25/tires/,134,150,za-rulem,True
https://lenta.ru/news/2019/12/25/vertolet/,270,281,interfaks,True
https://lenta.ru/news/2019/12/25/vertolet/,686,695,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/25/spanish_reporter/,,,,True
https://lenta.ru/news/2019/12/25/lostcity/,,,,True
https://lenta.ru/news/2019/12/25/khabib/,291,326,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/25/apartment/,264,273,lenta-ru,True
https://lenta.ru/news/2019/12/25/causee/,,,,True
https://lenta.ru/news/2019/12/25/georgia/,1442,1457,genassambleya-oon,True
https://lenta.ru/news/2019/12/25/tele2/,1,5,tele2,True
https://lenta.ru/news/2019/12/25/tele2/,2372,2385,apple,True
https://lenta.ru/news/2019/12/25/lada/,262,279,vedomosti,True
https://lenta.ru/news/2019/12/25/lada/,580,589,avtovaz,True
https://lenta.ru/news/2019/12/25/lions/,,,,True
https://lenta.ru/news/2019/12/25/zakha/,189,223,mid,True
https://lenta.ru/news/2019/12/25/post/,127,135,minzdrav-rf,True
https://lenta.ru/news/2019/12/25/post/,760,762,mchs,True
https://lenta.ru/news/2019/12/25/post/,764,773,interfaks,True
https://lenta.ru/news/2019/12/25/tooheavy/,,,,True
https://lenta.ru/news/2019/12/25/vedushaya/,164,171,sky-news,True
https://lenta.ru/news/2019/12/25/moscow_rent/,139,148,lenta-ru,True
https://lenta.ru/news/2019/12/25/kill/,,,,True
https://lenta.ru/news/2019/12/25/kaiatouche/,,,,True
https://lenta.ru/news/2019/12/25/menyaemsya/,,,,True
https://lenta.ru/news/2019/12/25/mts/,1073,1082,sberbank-rossii,True
https://lenta.ru/news/2019/12/25/mts/,1086,1098,mail-ru-group,True
https://lenta.ru/news/2019/12/25/pivo_i_sidr/,12,17,minfin,True
https://lenta.ru/news/2019/12/25/witchers/,58,64,netflix,True
https://lenta.ru/news/2019/12/25/foto/,1,3,mchs,True
https://lenta.ru/news/2019/12/25/foto/,650,676,skr,True
https://lenta.ru/news/2019/12/25/croc/,,,,True
https://lenta.ru/news/2019/12/25/umer/,11,31,akademiya-voennyh-nauk,True
https://lenta.ru/news/2019/12/25/ovi_trump/,,,,True
https://lenta.ru/news/2019/12/25/deti/,208,218,genprokuratura-rf,True
https://lenta.ru/news/2019/12/25/deti/,509,511,mvd,True
https://lenta.ru/news/2019/12/25/prosba/,161,170,bbc-news,True
https://lenta.ru/news/2019/12/25/pilot/,1079,1088,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/25/versus/,155,161,ia-sputnik,True
https://lenta.ru/news/2019/12/25/versus/,1694,1697,fsin,True
https://lenta.ru/news/2019/12/25/anad/,122,153,ia-anadolu,True
https://lenta.ru/news/2019/12/25/anad/,1079,1081,oon,True
https://lenta.ru/news/2019/12/25/mig29_iran/,,,,True
https://lenta.ru/news/2019/12/25/director/,,,,True
https://lenta.ru/news/2019/12/25/german/,193,206,deutsche-welle,True
https://lenta.ru/news/2019/12/25/prostituzia/,166,168,skr,True
https://lenta.ru/news/2019/12/25/prostituzia/,378,387,rosgvardiya,True
https://lenta.ru/news/2019/12/25/gbr/,76,89,verhovnaya-rada,True
https://lenta.ru/news/2019/12/25/gbr/,283,308,mvd,True
https://lenta.ru/news/2019/12/25/gbr/,760,762,fbr,True
https://lenta.ru/news/2019/12/25/gbr/,913,923,genprokuratura-rf,True
https://lenta.ru/news/2019/12/25/school/,85,87,mvd,True
https://lenta.ru/news/2019/12/25/school/,566,585,skr,True
https://lenta.ru/news/2019/12/25/sweet_dreams/,235,263,vtsiom,True
https://lenta.ru/news/2019/12/25/pobeda/,716,723,es,True
https://lenta.ru/news/2019/12/25/pobeda/,1027,1036,gazprom,True
https://lenta.ru/news/2019/12/25/neadecvat/,54,56,fsb,True
https://lenta.ru/news/2019/12/25/valieva/,,,,True
https://lenta.ru/news/2019/12/25/besnovatie/,545,547,oon,True
https://lenta.ru/news/2019/12/25/besnovatie/,1035,1043,es,True
https://lenta.ru/news/2019/12/25/daniel_foot/,105,122,new-york-times,True
https://lenta.ru/news/2019/12/25/daniel_foot/,667,684,gosdep-ssha,True
https://lenta.ru/news/2019/12/25/lyudmila/,219,226,bbc-news,True
https://lenta.ru/news/2019/12/25/finansirovanie/,,,,True
https://lenta.ru/news/2019/12/25/su57/,109,119,gazeta-izvestiya,True
https://lenta.ru/news/2019/12/25/su57/,530,534,knaaz-im-yu-a-gagarina,True
https://lenta.ru/news/2019/12/25/christmas/,587,595,starbucks,True
https://lenta.ru/news/2019/12/25/christmas/,651,676,mvd,True
https://lenta.ru/news/2019/12/25/biblio/,,,,True
https://lenta.ru/news/2019/12/25/willis/,,,,True
https://lenta.ru/news/2019/12/25/sevpu/,273,282,gazprom,True
https://lenta.ru/news/2019/12/25/sevpu/,333,356,finansovyy-universitet,True
https://lenta.ru/news/2019/12/25/sevpu/,613,652,ob-edinennaya-sudostroitelnaya-korporatsiya,True
https://lenta.ru/news/2019/12/25/kritika/,889,912,administratsiya-prezidenta-rf,True
https://lenta.ru/news/2019/12/25/let_it_snow/,,,,True
https://lenta.ru/news/2019/12/25/yagotovraszelovat/,,,,True
https://lenta.ru/news/2019/12/25/ne_gorit/,567,582,sovet-federatsii,True
https://lenta.ru/news/2019/12/25/ne_gorit/,594,600,gosduma,True
https://lenta.ru/news/2019/12/25/ne_gorit/,624,641,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/25/we_hate_elka/,,,,True
https://lenta.ru/news/2019/12/25/rampage/,,,,True
https://lenta.ru/news/2019/12/25/svidaniya/,,,,True
https://lenta.ru/news/2019/12/25/nazarbaev/,,,,True
https://lenta.ru/news/2019/12/25/nooo/,,,,True
https://lenta.ru/news/2019/12/25/different/,429,440,eho-moskvy,True
https://lenta.ru/news/2019/12/25/different/,455,478,pravitelstvo-rf,True
https://lenta.ru/news/2019/12/25/expolicmen/,71,73,mvd,True
https://lenta.ru/news/2019/12/25/expolicmen/,165,174,lenta-ru,True
https://lenta.ru/news/2019/12/25/expolicmen/,987,1009,fsin,True
https://lenta.ru/news/2019/12/25/forum/,7,15,es,True
https://lenta.ru/news/2019/12/25/forum/,77,162,ranhigs,True
https://lenta.ru/news/2019/12/25/forum/,892,901,lenta-ru,True
https://lenta.ru/news/2019/12/25/hummer/,,,,True
https://lenta.ru/news/2019/12/25/schneider/,,,,True
https://lenta.ru/news/2019/12/25/russia_to_kndr_kids/,214,231,yunisef,True
https://lenta.ru/news/2019/12/25/russia_to_kndr_kids/,280,282,mid,True
https://lenta.ru/news/2019/12/25/russia_to_kndr_kids/,471,481,sovbez-oon,True
https://lenta.ru/news/2019/12/25/russia_to_kndr_kids/,229,231,oon,True
https://lenta.ru/news/2019/12/25/selo/,7,35,skr,True
https://lenta.ru/news/2019/12/25/selo/,1256,1269,ntv,True
https://lenta.ru/news/2019/12/25/jlobody/,,,,True
https://lenta.ru/news/2019/12/25/inostudents/,505,511,ranhigs,True
https://lenta.ru/news/2019/12/25/magadan/,,,,True
https://lenta.ru/news/2019/12/25/traktor/,,,,True
https://lenta.ru/news/2019/12/25/loshadka/,,,,True
https://lenta.ru/news/2019/12/25/blagoveshensk_ohrana/,479,481,mchs,True
https://lenta.ru/news/2019/12/25/ecuador/,197,198,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/25/louna/,,,,True
https://lenta.ru/news/2019/12/25/cards/,233,235,rbk,True
https://lenta.ru/news/2019/12/25/cards/,799,810,eho-moskvy,True
https://lenta.ru/news/2019/12/25/cards/,836,859,pravitelstvo-rf,True
https://lenta.ru/news/2019/12/25/razreshite/,1,3,rzhd,True
https://lenta.ru/news/2019/12/25/razreshite/,774,806,federalnaya-passazhirskaya-kompaniya,True
https://lenta.ru/news/2019/12/25/dc/,152,161,fontanka-ru,True
https://lenta.ru/news/2019/12/25/dc/,738,747,lenta-ru,True
https://lenta.ru/news/2019/12/25/dc/,768,795,mvd,True
https://lenta.ru/news/2019/12/25/go_na_dietky/,26,32,gosduma,True
https://lenta.ru/news/2019/12/25/go_na_dietky/,106,121,ren-tv,True
https://lenta.ru/news/2019/12/25/number_one/,,,,True
https://lenta.ru/news/2019/12/25/zrya/,249,262,schetnaya-palata,True
https://lenta.ru/news/2019/12/25/zrya/,274,279,forbes,True
https://lenta.ru/news/2019/12/25/zrya/,1477,1487,alfa-bank,True
https://lenta.ru/news/2019/12/25/givememoney/,39,47,es,True
https://lenta.ru/news/2019/12/25/givememoney/,1154,1186,eaes,True
https://lenta.ru/news/2019/12/25/khabib_not_best/,,,,True
https://lenta.ru/news/2019/12/25/molot/,,,,True
https://lenta.ru/news/2019/12/25/pamyatnik/,220,225,om1-ru,True
https://lenta.ru/news/2019/12/25/pamyatnik/,1662,1682,minkultury,True
https://lenta.ru/news/2019/12/25/svaston/,,,,True
https://lenta.ru/news/2019/12/25/basta/,120,129,lenta-ru,True
https://lenta.ru/news/2019/12/25/bug_digits/,,,,True
https://lenta.ru/news/2019/12/25/cancer_cure/,308,342,rossiyskaya-venchurnaya-kompaniya,True
https://lenta.ru/news/2019/12/25/4/,,,,True
https://lenta.ru/news/2019/12/25/halatnost/,362,364,mvd,True
https://lenta.ru/news/2019/12/25/army/,123,147,fond-borby-s-korruptsiey,True
https://lenta.ru/news/2019/12/25/34/,,,,True
https://lenta.ru/news/2019/12/25/one_more/,337,339,mchs,True
https://lenta.ru/news/2019/12/25/skull/,,,,True
https://lenta.ru/news/2019/12/25/capital/,28,34,sovet-federatsii,True
https://lenta.ru/news/2019/12/25/capital/,103,109,gosduma,True
https://lenta.ru/news/2019/12/25/capital/,294,301,mintrud,True
https://lenta.ru/news/2019/12/25/answer_by_mid/,3,16,mid,True
https://lenta.ru/news/2019/12/25/constitution/,,,,True
https://lenta.ru/news/2019/12/25/novaya_stantsiya/,1,13,pravitelstvo-moskvy,True
https://lenta.ru/news/2019/12/25/novaya_stantsiya/,464,466,rzhd,True
https://lenta.ru/news/2019/12/25/garaj/,172,188,rossiyskaya-gazeta,True
https://lenta.ru/news/2019/12/25/bvlly/,,,,True
https://lenta.ru/news/2019/12/25/rostov/,,,,True
https://lenta.ru/news/2019/12/25/kuban/,,,,True
https://lenta.ru/news/2019/12/25/help/,1251,1290,ob-edinennaya-sudostroitelnaya-korporatsiya,True
https://lenta.ru/news/2019/12/25/nobel/,95,180,ranhigs,True
https://lenta.ru/news/2019/12/25/nobel/,617,625,es,True
https://lenta.ru/news/2019/12/25/nobel/,992,1001,lenta-ru,True
https://lenta.ru/news/2019/12/25/referee/,,,,True
https://lenta.ru/news/2019/12/25/sel_na_mel/,85,87,cnn,True
https://lenta.ru/news/2019/12/25/podderzhka/,,,,True
https://lenta.ru/news/2019/12/25/vid/,,,,True
https://lenta.ru/news/2019/12/25/poland_putin/,641,643,mid,True
https://lenta.ru/news/2019/12/25/poland_putin/,1135,1153,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/25/raketa/,,,,True
https://lenta.ru/news/2019/12/24/neft25/,107,115,lukoyl,True
https://lenta.ru/news/2019/12/25/putin/,,,,True
https://lenta.ru/news/2019/12/25/otdokhni/,,,,True
https://lenta.ru/news/2019/12/25/obninsk/,498,522,mvd,True
https://lenta.ru/news/2019/12/25/lituev/,1163,1185,genprokuratura-rf,True
https://lenta.ru/news/2019/12/25/lituev/,2156,2165,mvd-rossii,True
https://lenta.ru/news/2019/12/25/putin_best/,685,709,federalnaya-sluzhba-ohrany,True
https://lenta.ru/news/2019/12/25/northwest/,,,,True
https://lenta.ru/news/2019/12/25/varlamov/,717,724,dinamo,True
https://lenta.ru/news/2019/12/25/natsproekt/,907,922,sovet-federatsii,True
https://lenta.ru/news/2019/12/25/poletali/,144,153,mvd,True
https://lenta.ru/news/2019/12/25/trainest/,185,187,mid,True
https://lenta.ru/news/2019/12/25/trainest/,1028,1030,oon,True
https://lenta.ru/news/2019/12/25/trainest/,1341,1349,es,True
https://lenta.ru/news/2019/12/25/poezd/,9,47,komitet-gosdumy-po-mezhdunarodnym-delam,True
https://lenta.ru/news/2019/12/25/poezd/,720,722,mid,True
https://lenta.ru/news/2019/12/25/poezd/,994,1001,es,True
https://lenta.ru/news/2019/12/25/proff/,163,172,lenta-ru,True
https://lenta.ru/news/2019/12/25/sadik/,571,582,roskomnadzor,True
https://lenta.ru/news/2019/12/25/sadik/,634,643,mvd,True
https://lenta.ru/news/2019/12/25/havy/,,,,True
https://lenta.ru/news/2019/12/25/erdogan_vagner/,753,777,new-york-times,True
https://lenta.ru/news/2019/12/25/erdogan_vagner/,1025,1034,mid,True
https://lenta.ru/news/2019/12/25/prize/,1,20,pravitelstvo-rf,True
https://lenta.ru/news/2019/12/25/prize/,907,942,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/25/zahar/,96,98,mvd,True
https://lenta.ru/news/2019/12/25/zahar/,121,138,fsin,True
https://lenta.ru/news/2019/12/25/komm/,324,334,genprokuratura-rf,True
https://lenta.ru/news/2019/12/25/repeticiya/,74,77,nato,True
https://lenta.ru/news/2019/12/25/repeticiya/,584,607,genshtab,True
https://lenta.ru/news/2019/12/25/arest_soldatov/,172,174,rbk,True
https://lenta.ru/news/2019/12/25/arest_soldatov/,529,551,kurchatovskiy-institut,True
https://lenta.ru/news/2019/12/25/arest_soldatov/,1011,1021,minkomsvyazi-rf,True
https://lenta.ru/news/2019/12/25/voenniy/,,,,True
https://lenta.ru/news/2019/12/25/stranger/,,,,True
https://lenta.ru/news/2019/12/25/chto_ni_den_to_prazdnik/,,,,True
https://lenta.ru/news/2019/12/25/schumacher/,,,,True
https://lenta.ru/news/2019/12/25/result/,,,,True
https://lenta.ru/news/2019/12/25/highestpaid/,,,,True
https://lenta.ru/news/2019/12/25/putin_nologi/,,,,True
https://lenta.ru/news/2019/12/25/beeline/,193,202,lenta-ru,True
https://lenta.ru/news/2019/12/25/beeline/,364,372,vympelkom,True
https://lenta.ru/news/2019/12/25/gasanova/,128,130,mvd,True
https://lenta.ru/news/2019/12/25/savchenko/,37,39,mvd,True
https://lenta.ru/news/2019/12/25/savchenko/,42,44,skr,True
https://lenta.ru/news/2019/12/25/savchenko/,48,51,fsin,True
https://lenta.ru/news/2019/12/25/savchenko/,1160,1169,mchs,True
https://lenta.ru/news/2019/12/25/worse/,,,,True
https://lenta.ru/news/2019/12/25/olivye/,,,,True
https://lenta.ru/news/2019/12/25/zakon/,9,22,verhovnaya-rada,True
https://lenta.ru/news/2019/12/25/zakon/,163,179,ukrainskaya-pravda,True
https://lenta.ru/news/2019/12/25/sweden_islam_lesson/,,,,True
https://lenta.ru/news/2019/12/25/bushin/,699,717,literaturnaya-gazeta,True
https://lenta.ru/news/2019/12/25/natidea/,7,20,schetnaya-palata,True
https://lenta.ru/news/2019/12/25/no_future/,,,,True
https://lenta.ru/news/2019/12/25/deathpool/,,,,True
https://lenta.ru/news/2019/12/25/mina/,173,192,komsomolskaya-pravda,True
https://lenta.ru/news/2019/12/25/mina/,796,798,mvd,True
https://lenta.ru/news/2019/12/25/sokurov_kadyr/,1015,1072,sovet-po-pravam-cheloveka,True
https://lenta.ru/news/2019/12/25/hakers3/,1662,1664,mvd,True
https://lenta.ru/news/2019/12/25/money/,,,,True
https://lenta.ru/news/2019/12/25/light/,518,528,naftogaz,True
https://lenta.ru/news/2019/12/25/msp/,,,,True
https://lenta.ru/news/2019/12/25/cat_killer/,224,249,mvd,True
https://lenta.ru/news/2019/12/25/cat_killer/,278,306,skr,True
https://lenta.ru/news/2019/12/25/sblijayemsya/,3,30,administratsiya-ssha,True
https://lenta.ru/news/2019/12/25/sblijayemsya/,111,133,wall-street-journal,True
https://lenta.ru/news/2019/12/25/sblijayemsya/,513,516,nato,True
https://lenta.ru/news/2019/12/25/etage/,,,,True
https://lenta.ru/news/2019/12/25/huaw/,56,61,google,True
https://lenta.ru/news/2019/12/25/smertnost_newborn/,,,,True
https://lenta.ru/news/2019/12/25/omul/,,,,True
https://lenta.ru/news/2019/12/25/report/,,,,True
https://lenta.ru/news/2019/12/25/aushev/,813,820,genshtab,True
https://lenta.ru/news/2019/12/25/aushev/,1740,1742,mid,True
https://lenta.ru/news/2019/12/25/aushev/,1766,1772,kpss,True
https://lenta.ru/news/2019/12/25/habib_football/,,,,True
https://lenta.ru/news/2019/12/25/inside/,16,25,lenta-ru,True
https://lenta.ru/news/2019/12/25/sur/,192,209,vedomosti,True
https://lenta.ru/news/2019/12/25/gutzeriev/,1088,1093,forbes,True
https://lenta.ru/news/2019/12/25/grandma/,,,,True
https://lenta.ru/news/2019/12/25/visas/,177,186,mid,True
https://lenta.ru/news/2019/12/25/visas/,1606,1621,genassambleya-oon,True
https://lenta.ru/news/2019/12/25/visas/,1674,1689,sovet-federatsii,True
https://lenta.ru/news/2019/12/25/trud/,,,,True
https://lenta.ru/news/2019/12/25/aushev2/,,,,True
https://lenta.ru/news/2019/12/25/lift/,,,,True
https://lenta.ru/news/2019/12/25/otvergli/,,,,True
https://lenta.ru/news/2019/12/25/perepiska/,,,,True
https://lenta.ru/news/2019/12/25/elizaveta/,,,,True
https://lenta.ru/news/2019/12/25/oil/,,,,True
https://lenta.ru/news/2019/12/25/frequencies/,,,,True
https://lenta.ru/news/2019/12/25/black_realtor/,897,916,skr,True
https://lenta.ru/news/2019/12/25/minakov/,,,,True
https://lenta.ru/news/2019/12/25/aero/,1248,1250,mchs,True
https://lenta.ru/news/2019/12/25/aero/,1254,1260,rosatom,True
https://lenta.ru/news/2019/12/25/kalash/,9,29,the-national-interest,True
https://lenta.ru/news/2019/12/25/henry/,728,734,netflix,True
https://lenta.ru/news/2019/12/25/propast/,137,143,ia-sputnik,True
https://lenta.ru/news/2019/12/25/propast/,525,549,mvd,True
https://lenta.ru/news/2019/12/25/50_percent/,,,,True
https://lenta.ru/news/2019/12/25/russian_tesla/,,,,True
https://lenta.ru/news/2019/12/25/wallet/,,,,True
https://lenta.ru/news/2019/12/25/pvo/,,,,True
https://lenta.ru/news/2019/12/25/grannys_dream/,,,,True
https://lenta.ru/news/2019/12/25/badboy/,172,183,transneft,True
https://lenta.ru/news/2019/12/25/rich_pay/,,,,True
https://lenta.ru/news/2019/12/25/zhkh_i_pustota/,144,149,ren-tv,True
https://lenta.ru/news/2019/12/25/zhkh_i_pustota/,623,642,federalnaya-nalogovaya-sluzhba,True
https://lenta.ru/news/2019/12/25/conor/,,,,True
https://lenta.ru/news/2019/12/25/paket/,17,29,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/25/paket/,44,52,sberbank-rossii,True
https://lenta.ru/news/2019/12/25/paket/,133,142,reuters,True
https://lenta.ru/news/2019/12/25/paket/,257,263,minfin,True
https://lenta.ru/news/2019/12/25/garbage/,22,30,rosteh,True
https://lenta.ru/news/2019/12/25/garbage/,620,626,gosduma,True
https://lenta.ru/news/2019/12/25/sber_yandex/,1,8,sberbank-rossii,True
https://lenta.ru/news/2019/12/25/sber_yandex/,17,25,yandeks,True
https://lenta.ru/news/2019/12/25/nato/,19,22,nato,True
https://lenta.ru/news/2019/12/25/nato/,103,112,mid,True
https://lenta.ru/news/2019/12/25/skvortsova/,7,22,minzdrav-rf,True
https://lenta.ru/news/2019/12/25/kpmi/,,,,True
https://lenta.ru/news/2019/12/25/hockey/,299,308,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/25/booooooooks/,1,13,forbes,True
https://lenta.ru/news/2019/12/25/pobeg/,250,254,fsin,True
https://lenta.ru/news/2019/12/25/boepripasy/,609,637,mmz-avangard,True
https://lenta.ru/news/2019/12/25/boepripasy/,693,719,skr,True
https://lenta.ru/news/2019/12/26/mastercard/,126,135,itar-tass,True
https://lenta.ru/news/2019/12/26/mastercard/,367,370,visa,True
https://lenta.ru/news/2019/12/26/tu160m/,,,,True
https://lenta.ru/news/2019/12/25/neft/,415,424,mid,True
https://lenta.ru/news/2019/12/26/ari_ben/,,,,True
https://lenta.ru/news/2019/12/26/dostroit/,122,124,rbk,True
https://lenta.ru/news/2019/12/26/dostroit/,633,639,minfin,True
https://lenta.ru/news/2019/12/26/fas/,170,172,fas,True
https://lenta.ru/news/2019/12/26/politician/,132,182,vtsiom,True
https://lenta.ru/news/2019/12/26/politician/,422,425,ldpr,True
https://lenta.ru/news/2019/12/26/crocodile/,,,,True
https://lenta.ru/news/2019/12/26/oil_sud/,657,672,dzhebhat-an-nusra,True
https://lenta.ru/news/2019/12/26/golodanie/,,,,True
https://lenta.ru/news/2019/12/26/harlamov/,,,,True
https://lenta.ru/news/2019/12/26/pro/,936,950,apple,True
